OBJECTID,AA_ID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News
39,AA0039,Bahar_Konya_Karaman_2000-2012,Bilceli Höyük,,32.79081342600006,37.75387587500006,32.7908134260001 37.7538758750001,"Classical,Hellenistic,LateRoman","{""0"":""Classical"",""1"":""Hellenistic"",""2"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class, Hel, LRom",AnatolianAtlas2024,,"Classical,Hellenistic,LateRoman"
40,AA0040,Bahar_Konya_Karaman_2000-2012,Alibeyhöyüğü,,32.66583030000004,37.53532214500007,32.6658303 37.5353221450001,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
41,AA0041,Bahar_Konya_Karaman_2000-2012,Tımraş Höyük,,32.71785666300008,37.48993729600005,32.7178566630001 37.4899372960001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
42,AA0042,Bahar_Konya_Karaman_2000-2012,Kısıkyayla Höyük,,32.66615192400008,37.46386913100002,32.6661519240001 37.463869131,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
43,AA0043,Bahar_Konya_Karaman_2000-2012,Balcıkhisar Höyük,,32.65377329900008,37.43298092800006,32.6537732990001 37.4329809280001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
44,AA0044,Bahar_Konya_Karaman_2000-2012,Alkaran Höyük,,32.65633025000005,37.40448881200007,32.6563302500001 37.4044888120001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
45,AA0045,Bahar_Konya_Karaman_2000-2012,Dineksaray Höyük,,32.606303457,37.38570215900006,32.606303457 37.3857021590001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
46,AA0046,Bahar_Konya_Karaman_2000-2012,Çicek Höyük,,32.57411597300006,37.28811308600007,32.5741159730001 37.2881130860001,"Paleolithic,Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,Ottoman,BronzeAge,Chalcolithic,IronAge","{""0"":""Paleolithic"",""1"":""Neolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""AssyrianTradeColony"",""7"":""NewEmpire"",""8"":""LateIronAge"",""9"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, Neo, LChalc, EBA, MBA, LBA, ATC, NEmp, LIA, Ott, BA, Chalc, IA",AnatolianAtlas2024,,"Paleolithic,Neolithic,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,Ottoman,BronzeAge,Chalcolithic,IronAge"
47,AA0047,Bahar_Konya_Karaman_2000-2012,Demiroluk (Kındıras),,32.22996062900006,38.16489875400003,32.2299606290001 38.164898754,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical"
48,AA0048,Bahar_Konya_Karaman_2000-2012,Kestel Kalesi,,32.26872121700006,38.12970655000004,32.2687212170001 38.12970655,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical"
49,AA0049,Bahar_Konya_Karaman_2000-2012,Belören Höyük,,32.54535622000003,37.19429333400006,32.54535622 37.1942933340001,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,BronzeAge,Chalcolithic,IronAge","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""MiddleBronzeAge"",""3"":""LateBronzeAge"",""4"":""AssyrianTradeColony"",""5"":""NewEmpire"",""6"":""LateIronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, MBA, LBA, ATC, NEmp, LIA, BA, Chalc, IA",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,LateIronAge,BronzeAge,Chalcolithic,IronAge"
50,AA0050,Bahar_Konya_Karaman_2000-2012,Kayacık Höyük,,32.09203383700003,37.26668082700007,32.092033837 37.2666808270001,"Paleolithic,Neolithic,Classical,Hellenistic,LateRoman,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,Archaic,IronAge,BronzeAge,Chalcolithic","{""0"":""Paleolithic"",""1"":""Neolithic"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""MiddleBronzeAge"",""5"":""LateBronzeAge"",""6"":""AssyrianTradeColony"",""7"":""NewEmpire"",""8"":""Archaic"",""9"":""IronAge"",""10"":""Classical"",""11"":""Hellenistic"",""12"":""LateRoman"",""13"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, Neo, Class, Hel, LRom, Ott, LChalc, EBA, MBA, LBA, ATC, NEmp, Arch, IA, BA, Chalc",AnatolianAtlas2024,,"Paleolithic,Neolithic,Classical,Hellenistic,LateRoman,Ottoman,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,AssyrianTradeColony,NewEmpire,Archaic,IronAge,BronzeAge,Chalcolithic"
51,AA0051,Bahar_Konya_Karaman_2000-2012,Yelmez Köyü Sungur Mevkii,,32.61074369200003,37.02679532400003,32.610743692 37.026795324,Hellenistic,"{""0"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic
52,AA0052,Bahar_Konya_Karaman_2000-2012,Hatunsaray-Zoldura Höyük,,32.338505,37.601644,32.338505 37.601644,"LateChalcolithic,Ottoman,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Ott, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Ottoman,Chalcolithic"
53,AA0053,Bahar_Konya_Karaman_2000-2012,Hatunsaray Höyük,,32.33968233100006,37.57992891100002,32.3396823310001 37.579928911,"LateIronAge,IronAge","{""0"":""LateIronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LIA, IA",AnatolianAtlas2024,,"LateIronAge,IronAge"
54,AA0054,Bahar_Konya_Karaman_2000-2012,Cıngıltepe,,31.49330514000007,38.42609753100004,31.4933051400001 38.426097531,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
55,AA0055,Bahar_Konya_Karaman_2000-2012,Sivritepe (Sivricik) Höyük,,31.44629091600007,38.42129465900007,31.4462909160001 38.4212946590001,"LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Classical"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Classical,Hellenistic,Chalcolithic"
56,AA0056,Bahar_Konya_Karaman_2000-2012,Karahöyük Kasabası Yuğ Tepesi,,31.50869917500006,38.36924318400003,31.5086991750001 38.369243184,"LateChalcolithic,Chalcolithic","{""0"":""LateChalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Chalcolithic"
57,AA0057,Bahar_Konya_Karaman_2000-2012,Delihasan Höyük,,31.56012419900003,38.32395296400006,31.560124199 38.3239529640001,"LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Classical"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"LateChalcolithic,Classical,Hellenistic,Chalcolithic"
58,AA0058,Bahar_Konya_Karaman_2000-2012,Akaid (Üçhöyük),,31.53461243600003,38.28884348600008,31.534612436 38.2888434860001,"LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,Chalcolithic"
59,AA0059,Bahar_Konya_Karaman_2000-2012,Ortaca Höyük,,31.59634268000008,38.27814142100004,31.5963426800001 38.278141421,"Abbasid,Ottoman,Islamic,Medieval","{""0"":""Abbasid"",""1"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abbas, Ott, Islam, Med",AnatolianAtlas2024,,"Abbasid,Ottoman,Islamic,Medieval"
60,AA0060,Bahar_Konya_Karaman_2000-2012,Ortaca Yörük Mezarı,,31.59943501700008,38.28279198200005,31.5994350170001 38.282791982,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
61,AA0061,Bahar_Konya_Karaman_2000-2012,Şeker Höyük,,32.01180907500003,38.29402892900004,32.011809075 38.294028929,"Hellenistic,LateRoman,Roman,Classical","{""0"":""Hellenistic"",""1"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LRom, Class, Rom",AnatolianAtlas2024,,"Hellenistic,LateRoman,Roman,Classical"
62,AA0062,Bahar_Konya_Karaman_2000-2012,Şehristan  Höyüğü,,32.72562562400003,37.85079653900004,32.725625624 37.850796539,"EarlyRoman,Roman,Classical","{""0"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical"
63,AA0063,Bahar_Konya_Karaman_2000-2012,Kilise Höyük,,32.77915425500004,37.88065338000007,32.779154255 37.8806533800001,"Hellenistic,LateAntiquity,Medieval","{""0"":""Hellenistic"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, LAntiq, Class, Med",AnatolianAtlas2024,,"Hellenistic,LateAntiquity,Medieval"
64,AA0064,Bahar_Konya_Karaman_2000-2012,Hayıroğlu Karacaören Höyüğü,,32.89362046600007,37.72980763600003,32.8936204660001 37.729807636,"Classical,Hellenistic","{""0"":""Classical"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class, Hel",AnatolianAtlas2024,,"Classical,Hellenistic"
65,AA0065,Bahar_Konya_Karaman_2000-2012,Kızıl Höyük,,32.83494836800003,37.72968828500007,32.834948368 37.7296882850001,"Neolithic,LateChalcolithic,EarlyBronzeAge,NewEmpire,Hellenistic,LateRoman,BronzeAge,LateBronzeAge,Chalcolithic,Roman,Classical","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""NewEmpire"",""4"":""Hellenistic"",""5"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, EBA, NEmp, Hel, LRom, BA, LBA, Chalc, Class, Rom",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,EarlyBronzeAge,NewEmpire,Hellenistic,LateRoman,BronzeAge,LateBronzeAge,Chalcolithic,Roman,Classical"
66,AA0066,Bahar_Konya_Karaman_2000-2012,Karaca Höyük,,32.79848546600005,37.72775816900003,32.7984854660001 37.727758169,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
67,AA0067,Bahar_Konya_Karaman_2000-2012,Şatır Köyü-Bıyıklı Yuğ,,32.78143925600006,37.79203838100005,32.7814392560001 37.792038381,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LAntiq, Rom, Class, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval"
68,AA0068,Bahar_Konya_Karaman_2000-2012,Karakaya Yuğ Höyüğü,,32.875502,37.898509,32.875502 37.898509,"IronAge,Classical,Hellenistic,Ottoman","{""0"":""IronAge"",""1"":""Classical"",""2"":""Hellenistic"",""3"":""Ottoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA, Class, Hel, Ott",AnatolianAtlas2024,,"IronAge,Classical,Hellenistic,Ottoman"
69,AA0069,Bahar_Konya_Karaman_2000-2012,Göçü Köyü Sarıserçe Höyüğü,,32.92147620400004,37.83075227200004,32.921476204 37.830752272,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
70,AA0070,Bahar_Konya_Karaman_2000-2012,Dedemoğlu Kurt Dede Tekke Yüğü,,32.77012290500005,37.70337095300005,32.7701229050001 37.703370953,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""NewEmpire"",""2"":""Classical"",""3"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, NEmp, Class, Hel, LBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateBronzeAge,BronzeAge,Chalcolithic"
71,AA0071,Bahar_Konya_Karaman_2000-2012,Karatas Yüğü,,32.773032,37.661094,32.773032 37.661094,"Neolithic,LateChalcolithic,Classical,Hellenistic,Chalcolithic","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""Classical"",""3"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, Class, Hel, Chalc",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,Classical,Hellenistic,Chalcolithic"
72,AA0072,Bahar_Konya_Karaman_2000-2012,Sırçalı Höyük,,32.74282381700004,37.57135014000005,32.742823817 37.57135014,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
73,AA0073,Bahar_Konya_Karaman_2000-2012,Hisar Höyük,,32.95432154900004,37.22767012300005,32.954321549 37.2276701230001,"LateChalcolithic,Hellenistic,LateAntiquity,Chalcolithic,Medieval","{""0"":""LateChalcolithic"",""1"":""Hellenistic"",""2"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, LAntiq, Chalc, Class, Med",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,LateAntiquity,Chalcolithic,Medieval"
74,AA0074,Bahar_Konya_Karaman_2000-2012,Yollarbaşı (İlisera) Kasabası,,33.02709160300003,37.19793443900005,33.027091603 37.1979344390001,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateRoman,LateBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""NewEmpire"",""2"":""Classical"",""3"":""Hellenistic"",""4"":""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, NEmp, Class, Hel, LRom, LBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,NewEmpire,Classical,Hellenistic,LateRoman,LateBronzeAge,BronzeAge,Chalcolithic"
75,AA0075,Bahar_Konya_Karaman_2000-2012,Yüğceyiz Höyük,,33.03147751100005,37.19794520900007,33.031477511 37.1979452090001,"LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"LateChalcolithic,Hellenistic,Chalcolithic"
76,AA0076,Bahar_Konya_Karaman_2000-2012,Düdüğümün Yüğceyiz Höyük,,33.03676047300007,37.21598099600004,33.0367604730001 37.215980996,"Neolithic,LateChalcolithic,Hellenistic,Chalcolithic","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, Hel, Chalc, Class",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,Hellenistic,Chalcolithic"
77,AA0077,Bahar_Konya_Karaman_2000-2012,Eski Şehir Antik Yolu,,33.07339567600008,37.20702057400007,33.0733956760001 37.2070205740001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
78,AA0078,Bahar_Konya_Karaman_2000-2012,Timurun Damı,,31.59255677800007,37.87971755100006,31.5925567780001 37.8797175510001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
79,AA0079,Bahar_Konya_Karaman_2000-2012,Çukurkent,,31.64502524600005,37.85913215800008,31.645025246 37.8591321580001,"Paleolithic,EarlyBronzeAge,BronzeAge","{""0"":""Paleolithic"",""1"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paleo, EBA, BA",AnatolianAtlas2024,,"Paleolithic,EarlyBronzeAge,BronzeAge"
80,AA0080,Bahar_Konya_Karaman_2000-2012,Kuşluca Höyük,,31.57395555300008,37.83444502500004,31.5739555530001 37.834445025,"LateChalcolithic,EarlyRoman,Chalcolithic,Roman,Classical","{""0"":""LateChalcolithic"",""1"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, ERom, Chalc, Rom, Class",AnatolianAtlas2024,,"LateChalcolithic,EarlyRoman,Chalcolithic,Roman,Classical"
